return_id,user_id,order_id,return_rate_30d,return_rate_90d,avg_order_value,time_since_signup_days,return_to_purchase_gap_days,category_return_concentration,order_value,refund_amount,is_fraud
ret_7b3d55d9d4,user_99e4998831,order_d11184127c,0.125,0.125,10465.45,15,14,0.625,644.43,610.43,False
ret_09fa9c7b71,user_9563bb6ff7,order_2fb530c038,0.2857,0.2,10451.65,44,30,0.5,1871.76,1517.93,False
ret_9428942197,user_9563bb6ff7,order_ade69cfe53,0.25,0.2,10451.65,34,13,0.5,2317.67,2023.6,False
ret_eaa8041363,user_c018592fb6,order_496edb0bee,0.3333,0.3333,15779.2,39,12,0.3333,44768.04,39865.14,False
ret_de1a33423b,user_45bce17443,order_e995221db2,0.25,0.25,10896.68,278,28,0.7143,4540.76,4360.94,False
ret_2f5292b051,user_1a2741c2b9,order_0e278dd28c,0.3333,0.3333,3481.34,22,11,0.5,1670.03,1527.92,False
ret_d31ab87814,user_1a2741c2b9,order_1ff6b7514c,0.3333,0.3333,3481.34,296,11,0.5,1779.72,1771.9,False
ret_4f61c1b7be,user_645a2f02f6,order_9bdbf6b25f,0.2857,0.2857,2641.55,18,2,0.7143,4865.68,4484.36,False
ret_d9cd220e29,user_645a2f02f6,order_98fa892aa2,0.3333,0.2857,2641.55,56,30,0.7143,3674.53,3503.37,False
ret_38b4f08640,user_cd72d3f11c,order_1636d88f48,0.2857,0.2857,9448.72,240,14,0.5,1886.38,1750.11,False
ret_c5aefab63b,user_cd72d3f11c,order_c945be23cb,0.5,0.2857,9448.72,261,13,0.5,4125.53,3539.26,False
ret_2cc3b236dd,user_1b7f894689,order_9de4594523,0.1667,0.1667,16561.41,14,9,0.3333,53775.82,44772.1,False
ret_da4e2c24fc,user_9e00809959,order_5b41a5649b,0.3333,0.3333,17624.3,29,19,0.3333,3886.83,3382.81,False
ret_94937c8b5a,user_52e0dffacb,order_3eef9bfd54,1.0,0.5,9512.19,424,5,0.5714,1383.58,1340.93,False
ret_95e033e6c1,user_89aac35ef7,order_e81163db1e,0.6667,0.2727,11807.3,73,10,0.3636,3066.06,2733.05,False
ret_e05f357219,user_89aac35ef7,order_40234cea5c,0.2727,0.2727,11807.3,27,5,0.3636,30757.33,27034.53,False
ret_72b154c60d,user_89aac35ef7,order_821a0d5e2d,1.0,0.5,11807.3,110,30,0.3636,3749.61,3668.94,False
ret_093fbb90f7,user_7f6bdec1b9,order_d453b3e9e2,0.4,0.4,28004.83,35,24,0.6,39342.21,31889.63,False
ret_60f534d6aa,user_7f6bdec1b9,order_db71c99c67,0.4,0.4,28004.83,21,6,0.6,3214.24,2817.37,False
ret_a7d380e29f,user_19a6c9581c,order_83a1909940,1.0,0.6667,24458.1,59,25,0.6667,2597.1,2094.09,False
ret_b9c2e737b5,user_19a6c9581c,order_2606cfbf08,2.0,0.6667,24458.1,82,15,0.6667,30434.52,26262.31,False
ret_65a80590f3,user_b95a36f43d,order_1e9f0e6f9b,0.2857,0.2,16161.87,36,21,0.6,992.22,855.71,False
ret_86a75814cd,user_b95a36f43d,order_bc085fc8be,0.2,0.2,16161.87,25,10,0.6,41751.7,34357.23,False
ret_41d04ba013,user_2e8a22e3a0,order_71cb508936,0.2857,0.2857,6467.44,163,23,0.6667,1847.84,1669.05,False
ret_fe3c408318,user_2e8a22e3a0,order_4f54c1d9e3,0.5,0.3333,6467.44,536,27,0.6667,3359.5,3186.29,False
ret_95509c6c0b,user_2e8a22e3a0,order_04ffd76826,0.3333,0.3333,6467.44,17,7,0.6667,35535.21,31017.08,False
ret_1830722590,user_2e8a22e3a0,order_dd88397a5e,0.3333,0.3333,6467.44,69,10,0.6667,1630.69,1515.25,False
ret_db0c5eda04,user_6bbca4908c,order_ef9d1f14ad,1.0,1.0,2739.78,395,9,1.0,624.67,598.39,False
ret_b530b92867,user_6bbca4908c,order_985531ab8a,1.0,1.0,2739.78,285,28,1.0,3019.21,2440.87,False
ret_d19ac6f134,user_6bbca4908c,order_35b0a8aaa5,1.0,1.0,2739.78,525,28,1.0,4575.45,4480.74,False
ret_4291c31ae9,user_2b645ef2a1,order_8b75a83351,0.5,1.0,2664.16,482,9,0.5,4279.15,3799.44,False
ret_f9c6c20d92,user_2b645ef2a1,order_d14d77f671,0.5,0.5,2664.16,122,18,0.5,3069.38,2685.53,False
ret_8b086964a1,user_2b645ef2a1,order_b8c027b107,0.6667,0.5,2664.16,404,29,0.5,2290.54,2109.96,False
ret_08a6ac2d42,user_ebc2191f5a,order_f8373b023f,0.3333,0.25,15946.72,527,13,0.4167,4367.38,3668.66,False
ret_a6f9eccac8,user_6f7a85aaf9,order_1be30d794e,0.5,0.5,1818.68,28,3,1.0,3593.6,3575.0,False
ret_6f3b57ea5a,user_6f7a85aaf9,order_b5bb608fc5,0.5,0.5,1818.68,32,12,1.0,603.37,503.23,False
ret_b0a5837f62,user_d20b2e2c26,order_3cf8112092,0.2222,0.2222,16412.32,29,2,0.4444,24160.26,19580.02,False
ret_33db06e433,user_d20b2e2c26,order_685729f8d2,0.2222,0.2222,16412.32,35,17,0.4444,54625.04,50469.8,False
ret_703ed37e88,user_be60a3d709,order_13a271466b,0.3333,0.3333,6636.29,496,7,0.7273,3156.52,2628.08,False
ret_f2e24faaff,user_be60a3d709,order_b6d0f7f673,0.3333,0.5,6636.29,122,16,0.7273,3684.68,3538.1,False
ret_fe8a581e7a,user_be60a3d709,order_1628a488ee,0.3333,0.2727,6636.29,43,22,0.7273,4798.41,4417.91,False
ret_bd67219061,user_ddc0ee379b,order_4ad808de69,0.25,0.25,14152.29,149,24,0.5,4106.95,3828.97,False
ret_d23e7fec0c,user_afb24ca07e,order_44d58b5307,0.3333,0.3333,6448.79,30,22,0.5,851.99,845.71,False
ret_a628409060,user_afb24ca07e,order_96530d4a5d,0.5,0.5,6448.79,294,4,0.5,1025.05,987.32,False
ret_8127d4f267,user_e1d9a71faf,order_5fa0f152a7,0.1429,0.125,6442.31,111,29,0.5,13677.63,12715.55,False
ret_e3cfdcc50a,user_54cdbef26e,order_88d0f22bc3,0.5,0.5,8521.64,542,29,0.4545,18382.52,16753.91,False
ret_ada445ea92,user_54cdbef26e,order_f76c2929b7,0.3333,0.4286,8521.64,178,2,0.4545,2714.84,2675.0,False
ret_b14a4a8e93,user_54cdbef26e,order_062426c065,0.375,0.3333,8521.64,104,18,0.4545,4367.58,3530.72,False
ret_c735fb099f,user_69cffde5e7,order_80e03400ec,0.3333,0.3,8052.17,36,13,0.6,4245.03,3837.22,False
ret_5abab102e9,user_69cffde5e7,order_4c4b6597b6,0.25,0.3,8052.17,89,14,0.6,3904.52,3770.55,False
ret_1d8241542e,user_69cffde5e7,order_8dba63ae9e,0.3,0.3,8052.17,21,3,0.6,4923.28,4302.25,False
ret_8d83de2bda,user_0528f2ad90,order_57bb30c1aa,1.0,1.0,15519.5,408,29,0.625,28415.08,24466.32,False
ret_213a5a4e6f,user_9b6c86c818,order_03d9554155,0.75,0.2727,16351.34,54,30,0.5455,31276.3,28347.96,False
ret_6531eb3ee3,user_9b6c86c818,order_c2171f0db8,0.6,0.2727,16351.34,51,27,0.5455,2520.84,2372.42,False
ret_2c9c963ba8,user_9b6c86c818,order_3a7dc7802a,0.2727,0.2727,16351.34,30,6,0.5455,3284.17,2814.76,False
ret_37a597b87a,user_0aae4a9832,order_a72a8531fa,0.125,0.125,2994.2,22,19,0.625,763.26,713.66,False
ret_adbd63d5e0,user_a314f24ed5,order_3b324c74e5,0.5,0.5,10100.55,153,27,0.5,2118.76,2040.81,False
ret_0b3b15c484,user_c75d606e47,order_428543dd90,0.25,0.25,8370.97,347,5,0.4286,2722.14,2583.84,False
ret_75dc5b77a5,user_3392f08434,order_5ad2b3e0f3,0.1667,0.1667,10043.14,27,11,0.4167,29062.03,26270.19,False
ret_abb1daee20,user_3392f08434,order_31b137613c,0.1667,0.1667,10043.14,14,5,0.4167,831.57,675.57,False
ret_93de72e8d5,user_fc0387b5f3,order_90cf2eed89,1.0,1.0,14030.4,357,13,0.5,2216.55,1979.03,False
ret_85fc4c5b48,user_a2b7a4c931,order_f494873a29,0.5,0.5,1266.08,19,17,1.0,555.3,472.7,False
ret_f34b50b358,user_4447553246,order_cf5f62c45a,1.0,1.0,2753.04,370,8,1.0,698.32,629.48,False
ret_ba8a23060f,user_4447553246,order_a1ce54e61f,0.6667,0.4,2753.04,54,30,1.0,3126.5,2627.05,False
ret_c50aa44ddd,user_e339e49f6c,order_997b015092,1.0,1.0,9654.37,599,28,0.6364,971.82,885.23,False
ret_4c31143f8f,user_e339e49f6c,order_095fb9ef16,0.4545,0.4545,9654.37,16,9,0.6364,4639.79,4556.88,False
ret_9be61b5686,user_e339e49f6c,order_6af4634623,0.75,0.75,9654.37,417,21,0.6364,29059.13,27823.62,False
ret_e6db89bd96,user_e339e49f6c,order_30b2ab18a5,0.8,0.5,9654.37,290,15,0.6364,3805.64,3227.3,False
ret_a809b19f26,user_e339e49f6c,order_76194b11da,1.5,0.75,9654.37,445,30,0.6364,1807.59,1493.36,False
ret_09eb2e35c1,user_f6e2b57ca8,order_04c68aa9f3,0.3333,0.2222,23552.23,197,27,0.6364,866.33,757.88,False
ret_c3df281281,user_f6e2b57ca8,order_c3290519ba,0.3333,0.2222,23552.23,193,17,0.6364,30918.09,28575.28,False
ret_281e5a0900,user_f6e2b57ca8,order_0ac83e5d8b,0.2727,0.2727,23552.23,44,15,0.6364,3115.34,2637.94,False
ret_a8b9965697,user_d06444da0e,order_ef0abcc626,0.2,0.2,16737.57,30,3,0.5,3853.45,3324.04,False
ret_667146ec1e,user_d06444da0e,order_6b227ae74c,0.2,0.2,16737.57,30,5,0.5,18347.03,16796.74,False
ret_0c21a4d349,user_2021676046,order_200a2983c6,0.4444,0.4,6950.19,47,22,0.7,3141.3,2842.5,False
ret_c3f2fab9b7,user_2021676046,order_6c8609da23,0.4286,0.4,6950.19,59,29,0.7,988.87,962.31,False
ret_1bd7f9b6fd,user_2021676046,order_f64c686a3c,1.0,1.0,6950.19,367,27,0.7,4526.35,4263.52,False
ret_9c2e951fa4,user_2021676046,order_6a3c5cc554,0.4,0.4,6950.19,23,23,0.7,3600.61,3373.65,False
ret_2bb4236b8a,user_df87a8d26d,order_a4a62f70a9,0.6667,0.6667,21483.78,175,23,0.6,43275.58,42805.5,False
ret_daac4ef8e0,user_df87a8d26d,order_033bb15829,0.5,0.5,21483.78,306,29,0.6,4205.43,3892.62,False
ret_640e319f65,user_b46f898210,order_b353639bc6,0.3333,0.25,10607.81,194,30,0.6,1637.45,1354.66,False
ret_e71bd6861b,user_03dcf43270,order_fc18a77630,0.3333,0.3333,9671.73,3,1,0.4444,3836.51,3392.77,False
ret_8b4eea28ca,user_03dcf43270,order_7aa46b27f5,1.0,0.3333,9671.73,63,29,0.4444,1300.73,1065.71,False
ret_c1941d0d47,user_03dcf43270,order_ec2a5907d8,0.375,0.3333,9671.73,31,11,0.4444,3356.56,2901.87,False
ret_32a861d387,user_6404cee1a6,order_e84341d9b8,0.4,0.2857,15329.15,37,28,0.5714,4484.57,4185.33,False
ret_a85034ec6b,user_6404cee1a6,order_cec0cf294d,0.4,0.2857,15329.15,39,19,0.5714,926.35,871.63,False
ret_9a639f1586,user_7cb99d88b5,order_2a00e66a1f,0.3333,0.125,6794.38,54,22,0.375,2744.27,2577.57,False
ret_6e6d6f7408,user_d01375e2d5,order_0bdf7a3dac,0.5,0.5,2871.72,141,13,1.0,851.74,709.97,False
ret_16904d3d52,user_d01375e2d5,order_3000b51739,0.3333,0.3333,2871.72,322,26,1.0,3226.33,2892.08,False
ret_8ef2077f23,user_d01375e2d5,order_da79e007cf,0.6,0.6,2871.72,36,30,1.0,2517.22,2477.72,False
ret_b7106e0245,user_241d61d766,order_95d789d3b1,0.3333,0.3333,5746.05,17,13,0.7778,3716.89,3662.27,False
ret_240591d929,user_241d61d766,order_671273d4a6,0.4286,0.3333,5746.05,37,22,0.7778,3839.87,3567.5,False
ret_9206ef3964,user_241d61d766,order_99e868a7e6,0.5,0.3333,5746.05,71,19,0.7778,674.72,668.21,False
ret_12018f6a67,user_e1d1f8274a,order_c88d400a5c,0.3333,0.3333,15620.06,35,19,0.6667,32925.68,31455.16,False
ret_fe9e0fbd7d,user_1e419ee2dc,order_5e4116dc78,1.0,0.5,6758.57,47,21,0.625,2372.38,1976.73,False
ret_30f46fee54,user_1e419ee2dc,order_ee8b8884df,0.5,0.5,6758.57,16,3,0.625,935.92,812.78,False
ret_ab3021dbe4,user_1e419ee2dc,order_437edbc07b,0.5,0.5,6758.57,18,9,0.625,1338.8,1272.34,False
ret_6682b5a084,user_1e419ee2dc,order_a11c47645b,0.5,0.5,6758.57,32,26,0.625,4164.67,3337.78,False
ret_f8b6631c15,user_fdde3ee063,order_16435dda26,1.0,1.0,3093.22,465,16,1.0,2457.02,2433.19,False
ret_6546a9c74a,user_b00b359089,order_10b01a770a,0.1667,0.1667,15471.54,24,22,0.5,1665.92,1615.65,False
ret_94036b2dc9,user_b00b359089,order_d4976d81bf,0.2857,0.1667,15471.54,42,26,0.5,48256.05,41820.09,False
ret_a9a99aadad,user_3a49cc6a0e,order_2c24216058,0.6667,0.75,3252.3,466,12,0.8333,1236.63,1230.24,False
ret_66b52d4394,user_3a49cc6a0e,order_d80069218a,0.6667,0.75,3252.3,463,17,0.8333,2670.99,2484.07,False
ret_1acb880912,user_3a49cc6a0e,order_a8e8a72934,0.75,0.75,3252.3,418,24,0.8333,4119.61,3628.55,False
ret_037d28e289,user_4d7b0002ea,order_45a756b35e,0.5,0.5,18849.82,272,19,0.6667,3345.5,3059.78,False
ret_f622692518,user_0fd72f61af,order_d255fe8f04,0.5,0.3333,10743.72,38,9,0.3333,1963.53,1905.19,False
ret_9f575e7774,user_0fd72f61af,order_d178d96d9f,0.3333,0.3333,10743.72,23,18,0.3333,4379.02,3892.88,False
ret_779d8784f4,user_0fd72f61af,order_d2d1974404,0.3333,0.3333,10743.72,33,30,0.3333,2512.55,2505.52,False
ret_1c2fd83880,user_79a7a29f04,order_b7de888819,0.3333,0.3333,20768.18,42,12,0.6667,4859.48,4568.35,False
ret_7dfe588281,user_4da4ae6e63,order_0489fa8610,0.2,0.1667,2620.13,303,1,0.5,772.0,712.64,False
ret_76ce76e036,user_4da4ae6e63,order_17bf36d98d,0.2,0.2,2620.13,21,14,0.5,1212.49,1089.31,False
ret_53706dc8ee,user_f72f17090a,order_a48dc6c660,1.0,1.0,5621.48,261,14,0.5,1782.05,1599.95,False
ret_761e60db12,user_6fe4c44852,order_42d866d90d,0.5,0.5,13606.38,698,21,0.5,4809.55,4085.57,False
ret_6cad427d07,user_6fe4c44852,order_feee6bab83,0.4,0.3333,13606.38,264,5,0.5,871.77,767.38,False
ret_be78ef5f7e,user_21145ec815,order_eeec7daba0,1.0,0.6667,11607.13,102,13,0.75,4527.98,3701.38,False
ret_92789b9421,user_21145ec815,order_8b2824cb66,1.0,1.0,11607.13,160,18,0.75,46686.89,43129.45,False
ret_bf47566765,user_6d36dd53c0,order_57f29d86c1,0.3333,0.3333,2381.18,44,15,0.6667,2672.69,2410.38,False
ret_97f0529e31,user_6d36dd53c0,order_601bcbd2ac,0.3333,0.3333,2381.18,7,6,0.6667,4853.69,4438.12,False
ret_fef04effbb,user_7ea143876d,order_79290e091b,0.1667,0.125,14972.96,249,27,0.5,4336.14,3477.94,False
ret_5be117f41b,user_4cdd1b6dab,order_7e668c0a1c,0.2857,0.2857,2855.25,180,21,0.75,1145.85,1054.1,False
ret_58a15c6a98,user_4cdd1b6dab,order_92a54052de,0.4,0.2857,2855.25,207,24,0.75,4591.09,4424.21,False
ret_d11c210bf2,user_827d2135f0,order_f5a19d1ffe,0.1,0.0909,6382.44,31,1,0.4545,995.61,968.07,False
ret_081d976516,user_9b118a581b,order_94ed0c9407,0.75,0.5,2565.24,98,3,0.75,1073.91,909.64,False
ret_f293cf08a0,user_9b118a581b,order_69006a6c60,0.3333,0.3333,2565.24,268,30,0.75,4748.14,4130.26,False
ret_36134fa130,user_9b118a581b,order_04fcb8b536,0.5714,0.5,2565.24,45,28,0.75,2972.03,2705.44,False
ret_cfb5fc46b3,user_9b118a581b,order_78802fa64f,0.6,0.5,2565.24,81,23,0.75,3114.34,2929.95,False
ret_bac5eb69b5,user_b69047af83,order_79e71a1ce3,0.5,0.5,21544.82,18,3,0.5,40439.34,32452.39,False
ret_998db50eba,user_47017a283d,order_6dda1a3fd7,0.6667,0.3333,7070.66,55,30,0.5,3751.51,3118.86,False
ret_0a29478c29,user_47017a283d,order_34e268b000,1.0,2.0,7070.66,131,20,0.5,4465.21,3622.18,False
ret_b0ab8a0ee3,user_7b37e41580,order_1e6f8a07bb,0.5,0.5,2594.56,23,10,1.0,4115.03,3299.0,False
ret_934b55ee6e,user_7b37e41580,order_0d2a21d4a7,0.5,0.5,2594.56,13,13,1.0,4004.59,3784.89,False
ret_4c2eb51fcb,user_7b37e41580,order_c81481b22a,0.3333,0.3333,2594.56,225,14,1.0,1232.42,1206.91,False
ret_001a160b00,user_7b37e41580,order_77b7b5e9a7,0.5,0.5,2594.56,6,5,1.0,4939.22,4625.46,False
ret_d95fcb9fe2,user_ae966e330e,order_f06c1d03ac,0.25,0.25,13023.22,200,1,0.4,4351.79,3605.56,False
ret_41d33721c7,user_4fda95e808,order_6de180652d,0.3333,0.25,14501.57,508,5,0.4545,1084.78,1073.61,False
ret_83058a0884,user_66a3466ea7,order_09a7f636d0,0.4,0.4,3544.6,42,29,1.0,4406.09,3902.5,False
ret_59f952e049,user_66a3466ea7,order_952bf9c594,0.4,0.4,3544.6,39,23,1.0,3704.93,3287.59,False
ret_0c4031a9c0,user_eab1c6e176,order_59284785c4,0.1667,0.1667,10665.92,28,15,0.5833,2084.95,1877.86,False
ret_f6919b3067,user_eab1c6e176,order_84b4bc1e0d,0.1667,0.1667,10665.92,41,28,0.5833,3177.01,2839.98,False
ret_3f1bf1666b,user_1a45e638b7,order_d741a5923d,0.125,0.125,2929.42,11,4,0.5,4816.22,4461.21,False
ret_6ee5a15ef6,user_dab3e404ea,order_ba322f9158,0.3333,0.25,1299.05,107,21,0.5,3281.45,3214.45,False
ret_6ea907a5fe,user_6ec584e830,order_6f873060b6,1.0,0.6667,7796.44,367,3,0.6667,1146.96,1029.17,False
ret_6b302a9d8a,user_6ec584e830,order_84d0ec1709,0.5,0.5,7796.44,23,6,0.6667,2724.1,2538.68,False
ret_3a1ffc0e87,user_6ec584e830,order_743135e80c,0.6667,0.5,7796.44,295,11,0.6667,861.53,860.45,False
ret_aa889945ae,user_8914fc8735,order_e709f3c406,0.5,0.3333,14022.52,457,26,0.5,55741.82,53138.11,False
ret_53fe6fe596,user_8914fc8735,order_8b51afc73f,0.5,0.4,14022.52,355,14,0.5,1390.44,1193.96,False
ret_c5e6b230df,user_4f2dac7594,order_6149069841,0.5,0.5,2472.84,14,3,0.75,826.88,725.27,False
ret_ae0dd7a038,user_4f2dac7594,order_fd75f4be2d,1.0,0.5,2472.84,436,18,0.75,4007.82,3429.13,False
ret_d85f299a07,user_b87a86fe0a,order_59599fddf3,0.5,0.4,3935.22,56,30,0.6,3517.25,3069.61,False
ret_bb52efec89,user_b87a86fe0a,order_2eae984260,0.4,0.4,3935.22,24,10,0.6,4749.72,4703.64,False
ret_4847d186df,user_7c1d85dc52,order_ffef7ec29c,0.3333,0.3333,2953.87,109,9,1.0,1695.1,1481.44,False
ret_87f39111f6,user_9b6e3c6092,order_135c489394,1.0,1.0,2154.26,574,27,1.0,999.87,975.78,False
ret_20b789294a,user_9b6e3c6092,order_548db4966a,1.0,1.0,2154.26,399,7,1.0,660.6,574.41,False
ret_478dd0e2a7,user_301c56a41c,order_00a210dde4,0.3333,0.3333,21256.13,6,5,0.6667,1613.8,1541.26,False
ret_3576d26dc4,user_5a3638ca68,order_5809998237,0.2222,0.2222,15402.0,11,11,0.4444,3586.03,3149.27,False
ret_55e1ab2875,user_5a3638ca68,order_c58b1a4a8a,1.0,0.3333,15402.0,93,7,0.4444,2346.44,1896.44,False
ret_c4846ab691,user_8f3ed7fb63,order_89dbc0d28a,0.3333,0.25,4388.44,291,2,0.4444,2690.71,2407.2,False
ret_19f5ea23f3,user_826da89518,order_e8f2cfe0d1,1.0,0.6667,13296.34,59,10,0.6667,35658.7,32559.56,False
ret_4a4797a47b,user_826da89518,order_4946333b46,0.6,0.6667,13296.34,52,24,0.6667,2944.71,2700.07,False
ret_be2c063d34,user_826da89518,order_1bc40d6ac2,0.8,0.6667,13296.34,36,7,0.6667,3899.01,3521.79,False
ret_373dd48383,user_826da89518,order_a074472862,0.6667,0.6667,13296.34,13,10,0.6667,1715.79,1619.41,False
ret_350556deac,user_089ba72186,order_3b4cf591d7,0.3333,0.3333,7934.09,70,28,0.6667,4247.27,3862.23,False
ret_cbb75c93a4,user_ae85e617fc,order_bb5c9aaa53,0.5,0.5,3683.69,470,19,1.0,3850.69,3460.2,False
ret_1f173d2d3e,user_e5b4e630bb,order_c18bf2b767,0.25,0.25,1912.68,37,17,0.5,1862.43,1808.73,False
ret_dad3674883,user_625f58ba7d,order_f79edc7219,4.0,0.4545,12827.67,64,29,0.6364,3718.32,3260.29,False
ret_72e6893ee7,user_625f58ba7d,order_68501fce54,0.625,0.4545,12827.67,38,9,0.6364,3931.73,3235.4,False
ret_865b5974e6,user_625f58ba7d,order_497d068024,0.4545,0.4545,12827.67,31,15,0.6364,4334.14,4055.76,False
ret_779be8cf3f,user_625f58ba7d,order_d70ee7c8c8,1.25,0.4545,12827.67,56,27,0.6364,3493.67,3164.24,False
ret_1adc873d68,user_625f58ba7d,order_88fb295355,0.7143,0.4545,12827.67,46,22,0.6364,20772.24,17017.48,False
ret_f96d3c2fe6,user_4181a338a4,order_055a41fb94,1.0,1.0,3300.31,19,3,1.0,3570.63,3169.92,False
ret_c89400df80,user_4181a338a4,order_5353b2087c,1.0,1.0,3300.31,29,3,1.0,4245.81,3504.65,False
ret_75ebbe0e52,user_4181a338a4,order_c7b7220438,1.0,1.0,3300.31,36,8,1.0,2084.48,1689.05,False
ret_97207d8467,user_3e07016c12,order_7ece26372a,0.4,0.2857,13297.75,39,26,0.4286,1063.57,854.03,False
ret_4129f01671,user_3e07016c12,order_f79eec1258,0.2857,0.2857,13297.75,30,2,0.4286,8703.83,7183.65,False
ret_1519f14f5c,user_f3341e8aaa,order_176f81a2a8,0.1667,0.1667,12509.43,21,18,0.5,2290.18,2062.74,False
ret_aaf25c56f6,user_cf6647bd37,order_8f921a234d,1.0,0.5,15927.2,117,13,0.75,57276.61,50227.73,False
ret_1bab98bd07,user_c286e7dd79,order_08a2cb3eab,0.25,0.2,2416.74,154,9,0.5714,3736.49,3259.49,False
ret_b2a06b7307,user_3dd4db9e15,order_d61c230908,1.0,0.6667,6686.61,241,22,0.6364,539.92,523.18,False
ret_7ee5bbb23d,user_3dd4db9e15,order_d5ee66a01e,0.4545,0.4545,6686.61,14,8,0.6364,1596.56,1388.92,False
ret_c6cfeac9c1,user_3dd4db9e15,order_64dac5cd17,0.6667,0.6667,6686.61,178,3,0.6364,3108.07,2633.77,False
ret_a204eff507,user_3dd4db9e15,order_333c1e3baf,0.4545,0.4545,6686.61,22,14,0.6364,1309.12,1276.62,False
ret_393a7d97d5,user_3dd4db9e15,order_85f5f0fc0a,0.75,0.4545,6686.61,78,10,0.6364,3445.7,3185.15,False
ret_d6b0313db2,user_958b96fa12,order_08313b1d2e,0.1429,0.0909,7330.71,46,30,0.5455,2625.48,2314.42,False
ret_9eda5ff7e0,user_cc75a9056a,order_d44dfdf314,1.0,0.5,5121.2,512,29,0.5,954.48,765.07,False
ret_26670d8d4f,user_cc75a9056a,order_1dfab1961d,0.1667,0.1667,5121.2,19,10,0.5,3006.23,2701.57,False
ret_61193f021f,user_d31b992ed2,order_37a7f153e0,0.4,0.4,13314.38,37,27,0.8,1752.15,1579.98,False
ret_72a3f116af,user_d31b992ed2,order_44798a5784,0.6667,0.4,13314.38,46,27,0.8,4726.42,4558.54,False
ret_d2b34d1713,user_0413ea122b,order_c6d539ac4d,0.5,0.5,14992.47,488,26,0.5,55312.65,46710.89,False
ret_ce24951bc1,user_aee61788c2,order_96977d63a8,0.3333,0.25,4110.69,306,6,0.4286,2192.94,1771.37,False
ret_5189617648,user_243977e814,order_d520495c41,1.0,1.0,12442.89,26,16,0.5,20745.14,19617.38,False
ret_f99214f9bc,user_243977e814,order_6e702baa28,1.0,1.0,12442.89,27,15,0.5,4140.64,3651.89,False
ret_10d58d1099,user_b29271d320,order_38a938e9bd,0.1667,0.125,16387.57,44,24,0.375,1856.6,1703.69,False
ret_ece345dc38,user_267c2268de,order_a54b68f44f,0.5,0.5,8024.2,435,6,0.8889,1810.57,1523.66,False
ret_a65da4f5b5,user_267c2268de,order_0914b6532b,1.0,0.75,8024.2,252,13,0.8889,2328.49,2149.89,False
ret_a74de86375,user_267c2268de,order_9839f43916,0.4444,0.4444,8024.2,32,16,0.8889,577.46,491.07,False
ret_2412dfa408,user_267c2268de,order_cd00586e14,0.75,0.6,8024.2,224,18,0.8889,990.27,949.61,False
ret_666b44b710,user_ff87b12b6f,order_8de1b8c73f,0.25,0.1667,13820.84,411,30,0.5714,848.77,828.44,False
ret_364fc1ecd4,user_08821ce59c,order_ca725142d2,0.1111,0.1111,2186.73,16,6,0.8889,922.32,786.36,False
ret_b53fa5202a,user_0f9ad7f20f,order_211b4ffac2,0.4444,0.4444,5084.39,43,19,0.6667,3874.71,3659.38,False
ret_68c7b54d89,user_0f9ad7f20f,order_8337d0a2b4,0.6667,0.5,5084.39,375,27,0.6667,12260.65,11675.31,False
ret_665952ddbd,user_0f9ad7f20f,order_3f64ce29c4,0.6667,0.5,5084.39,375,15,0.6667,4253.29,3440.49,False
ret_10afd4eb69,user_0f9ad7f20f,order_2a93f11d37,0.4444,0.4444,5084.39,32,9,0.6667,824.29,751.84,False
ret_51ceeaee1e,user_c19b22b25b,order_7d777aab6f,1.0,0.5,7198.46,40,27,0.5,3676.61,3371.62,False
ret_0f72baa242,user_c19b22b25b,order_b8d7a95d27,0.5,0.5,7198.46,30,23,0.5,3042.68,2698.16,False
ret_e60dbf8770,user_c19b22b25b,order_34e3b22067,3.0,0.5,7198.46,46,25,0.5,32336.48,27231.99,False
ret_f8fac2bdbd,user_61bf293079,order_3c82e09fcd,0.3,0.3,19194.16,42,30,0.6,1953.46,1905.57,False
ret_8f8446965e,user_61bf293079,order_306f4e7b19,0.1667,0.125,19194.16,140,6,0.6,2639.73,2598.74,False
ret_a579d01670,user_61bf293079,order_88974f7a91,0.3,0.3,19194.16,25,11,0.6,27462.51,26301.23,False
ret_2e8799f016,user_b7d0960a8b,order_04c2239d69,0.25,0.5,9442.19,281,20,0.6667,1330.67,1111.95,False
ret_c8aa24f378,user_b7d0960a8b,order_3066fa774b,0.3333,0.3333,9442.19,13,7,0.6667,3590.54,2904.21,False
ret_04a602ea70,user_b7d0960a8b,order_19411b33de,0.4,0.4286,9442.19,194,14,0.6667,1972.0,1648.4,False
ret_fde5bf9ec8,user_b7d0960a8b,order_e8c35d5a64,0.4286,0.3333,9442.19,136,22,0.6667,32978.68,31215.45,False
ret_1a7d75434a,user_34eb721b8d,order_19b87a7548,0.1429,0.1429,24619.8,19,12,0.7143,32813.58,26502.13,False
ret_5fa98c59d6,user_65a6eb3f92,order_6cba094818,0.1667,0.2222,6373.87,85,24,0.7778,4344.6,3902.11,False
ret_dbd164d41e,user_65a6eb3f92,order_26e994a24c,0.2222,0.2222,6373.87,39,10,0.7778,3866.05,3230.95,False
ret_164458ebb7,user_4806d8f711,order_614006db53,0.2857,0.25,11310.73,59,30,0.5,515.02,485.44,False
