user_id,cluster_size,cluster_density,shared_device_count,shared_address_count,shared_payment_method_count
user_b3e7d5fa52,1,0.0,0,0,0
user_b43eb13aa7,1,0.0,0,0,0
user_b469fc15b5,3,1.0,0,2,0
user_b46f898210,1,0.0,0,0,0
user_b4b6fa4857,2,1.0,1,0,0
user_b5141f4dc2,1,0.0,0,0,0
user_b530238be2,6,0.8667,3,3,3
user_b56ae00500,1,0.0,0,0,0
user_b56b308aea,1,0.0,0,0,0
user_b5f7f5fff8,3,1.0,2,0,0
user_b68db4ea89,1,0.0,0,0,0
user_b69047af83,1,0.0,0,0,0
user_b6a0eb512f,2,1.0,1,0,0
user_b727556297,1,0.0,0,0,0
user_b75666db61,6,0.8667,1,4,3
user_b761d1efb5,2,1.0,0,1,0
user_b78486ebf6,3,0.6667,1,0,0
user_b7d0960a8b,1,0.0,0,0,0
user_b7f6385f64,1,0.0,0,0,0
user_b8016199de,7,0.7619,5,1,3
user_b87a86fe0a,2,1.0,0,1,0
user_b896b372a4,2,1.0,0,1,0
user_b8cdb54812,6,1.0,5,0,0
user_b91d75b276,1,0.0,0,0,0
user_b9268286a0,1,0.0,0,0,0
user_b95a36f43d,1,0.0,0,0,0
user_ba2f3f3886,1,0.0,0,0,0
user_baa41627d3,1,0.0,0,0,0
user_bbba19263b,1,0.0,0,0,0
user_bbe375a5d8,4,0.5,1,1,0
user_bc2e387e6f,1,0.0,0,0,0
user_bc45bc76b0,1,0.0,0,0,0
user_bca6d045fc,2,1.0,1,0,0
user_bccc12fe02,1,0.0,0,0,0
user_be01899af6,1,0.0,0,0,0
user_be06b3bdd3,2,1.0,1,0,0
user_be255aa9ad,1,0.0,0,0,0
user_be60a3d709,2,1.0,1,0,0
user_be9cb56f7a,1,0.0,0,0,0
user_bed169091d,1,0.0,0,0,0
user_bfbdbecaaa,1,0.0,0,0,0
user_bfca4ab2ae,2,1.0,1,0,0
user_bfe92065d4,3,0.6667,1,1,0
user_c018592fb6,2,1.0,1,0,0
user_c01c81b303,1,0.0,0,0,0
user_c01c92bc57,1,0.0,0,0,0
user_c0698591ab,2,1.0,1,0,0
user_c0ff1656e7,1,0.0,0,0,0
user_c129d6358b,1,0.0,0,0,0
user_c13f3fef34,5,0.9,0,1,2
user_c143cca91c,1,0.0,0,0,0
user_c19b22b25b,1,0.0,0,0,0
user_c240a96a1e,3,0.6667,0,1,0
user_c286e7dd79,1,0.0,0,0,0
user_c42fc41f6f,1,0.0,0,0,0
user_c4b716cd63,2,1.0,0,1,0
user_c4d1590e2a,1,0.0,0,0,0
user_c538192e9f,1,0.0,0,0,0
user_c539b5b6de,1,0.0,0,0,0
user_c5ff17922c,2,1.0,1,0,0
user_c6d282bb36,1,0.0,0,0,0
user_c75d606e47,1,0.0,0,0,0
user_c7ce3c127e,1,0.0,0,0,0
user_c83b8b6ff7,2,1.0,1,0,0
user_c8420be39b,1,0.0,0,0,0
user_c8c6ec6bbd,1,0.0,0,0,0
user_c9649ac9d7,1,0.0,0,0,0
user_c9950a5cf4,4,0.5,1,1,0
user_c9ba3d2c90,1,0.0,0,0,0
user_c9d0fe2d5d,2,1.0,1,0,0
user_c9f2875ddd,2,1.0,0,1,0
user_caf5a5d932,5,0.5,0,0,2
user_cb1157a3cc,1,0.0,0,0,0
user_cb4969a217,4,0.5,0,1,0
user_cb91c5852a,1,0.0,0,0,0
user_cc75a9056a,2,1.0,1,0,0
user_cc93ac547d,3,1.0,2,0,0
user_cca8481ce7,1,0.0,0,0,0
user_cd4e988b38,1,0.0,0,0,0
user_cd72d3f11c,2,1.0,0,1,0
user_ce025631db,1,0.0,0,0,0
user_ce5ec738dd,2,1.0,1,0,0
user_cf6647bd37,1,0.0,0,0,0
user_cf945e5ae3,1,0.0,0,0,0
user_cfb9dfd06f,6,0.7333,0,2,3
user_cfdac02e4d,1,0.0,0,0,0
user_d00b3aacbc,3,0.6667,0,1,0
user_d01375e2d5,1,0.0,0,0,0
user_d016824878,6,0.8667,1,4,3
user_d06444da0e,1,0.0,0,0,0
user_d10c4432ea,1,0.0,0,0,0
user_d14e729ece,7,0.7619,3,4,3
user_d19a32712e,6,1.0,5,2,0
user_d1a1c8028e,2,1.0,1,0,0
user_d1e3bb5a1a,1,0.0,0,0,0
user_d20b2e2c26,2,1.0,1,0,0
user_d30bf68f83,4,1.0,0,3,0
user_d31b992ed2,2,1.0,1,0,0
user_d3c230e777,1,0.0,0,0,0
user_d3d593edc8,1,0.0,0,0,0
user_d3eaeed65d,1,0.0,0,0,0
user_d424d42484,1,0.0,0,0,0
user_d45acfc229,1,0.0,0,0,0
user_d47e112fc9,4,1.0,1,3,0
user_d550d44329,1,0.0,0,0,0
user_d58cee43e9,5,1.0,3,3,0
user_d6c268fee0,1,0.0,0,0,0
user_d79ced2496,3,0.6667,1,1,0
user_d807c88209,3,0.6667,0,1,0
user_d813ab6448,6,0.8667,3,3,0
user_d81827ab70,1,0.0,0,0,0
user_d8aab71438,4,1.0,0,3,0
user_d8d88e452b,1,0.0,0,0,0
user_d908b9836e,1,0.0,0,0,0
user_d92c1f8461,1,0.0,0,0,0
user_d9580cc8e2,1,0.0,0,0,0
user_d9eda2a1d0,2,1.0,0,1,0
user_da15166a8b,1,0.0,0,0,0
user_da35525397,1,0.0,0,0,0
user_da72a1328b,4,1.0,0,3,1
user_dab3e404ea,1,0.0,0,0,0
user_daf83ced84,1,0.0,0,0,0
user_dafdbaa719,1,0.0,0,0,0
user_dc0af13b5c,1,0.0,0,0,0
user_dc1b7474ec,1,0.0,0,0,0
user_dcac1de70b,2,1.0,0,1,0
user_ddb57cccc4,1,0.0,0,0,0
user_ddb90b2f09,7,0.7619,0,1,0
user_ddc0ee379b,2,1.0,0,1,0
user_de20779f4c,1,0.0,0,0,0
user_de84f1b4f2,1,0.0,0,0,0
user_dea674e1b5,1,0.0,0,0,0
user_df87a8d26d,2,1.0,0,1,0
user_df99d37c23,1,0.0,0,0,0
user_dfb642b616,1,0.0,0,0,0
user_e007c67420,1,0.0,0,0,0
user_e073e371b3,3,0.6667,1,0,0
user_e08ffc536c,1,0.0,0,0,0
user_e0e3d394d4,4,1.0,3,0,0
user_e1368aece0,1,0.0,0,0,0
user_e18ad5d11b,6,1.0,5,0,0
user_e18eb02a42,1,0.0,0,0,0
user_e1ab1d829e,1,0.0,0,0,0
user_e1d1f8274a,1,0.0,0,0,0
user_e1d9a71faf,1,0.0,0,0,0
user_e1f487f3de,1,0.0,0,0,0
user_e25bf75734,1,0.0,0,0,0
user_e26c2681c1,2,1.0,0,1,0
user_e339e49f6c,1,0.0,0,0,0
user_e3b2a3eb7c,1,0.0,0,0,0
user_e3fbf48791,2,1.0,1,0,0
user_e4268b0089,2,1.0,0,1,0
user_e5132237a9,1,0.0,0,0,0
user_e5b4e630bb,1,0.0,0,0,0
user_e5f751306f,3,0.6667,1,0,0
user_e70fd3b9d6,1,0.0,0,0,0
user_e75b71a1d0,1,0.0,0,0,0
user_e76da79b0d,1,0.0,0,0,0
user_e77c5c1c6a,2,1.0,0,1,0
user_e7d5a14edb,1,0.0,0,0,0
user_e7d7651a09,1,0.0,0,0,0
user_e7f76e0646,1,0.0,0,0,0
user_e80b8700e7,1,0.0,0,0,0
user_e8751e0089,1,0.0,0,0,0
user_e97123526c,1,0.0,0,0,0
user_e990b50cca,1,0.0,0,0,0
user_e99d8b5f82,6,0.8667,0,0,3
user_e9d21ac761,1,0.0,0,0,0
user_ea00c4513a,1,0.0,0,0,0
user_ea4a5081e8,1,0.0,0,0,0
user_eab1c6e176,2,1.0,0,1,0
user_eb14b0b575,1,0.0,0,0,0
user_eb48404527,1,0.0,0,0,0
user_ebc2191f5a,1,0.0,0,0,0
user_ebdae8e456,1,0.0,0,0,0
user_ebfdfea6fe,6,0.6667,3,2,2
user_ecca332a00,1,0.0,0,0,0
user_ed89e6a097,6,0.6667,0,0,2
user_ed8d144553,1,0.0,0,0,0
user_eda28baa59,1,0.0,0,0,0
user_edb7921e44,1,0.0,0,0,0
user_ee185a17fa,1,0.0,0,0,0
user_ee38c81970,1,0.0,0,0,0
user_ee803f2cfa,5,0.9,0,3,0
user_eedb2b7dbe,7,0.7619,0,4,0
user_eefdebfc6d,1,0.0,0,0,0
user_ef0d5e2ecd,1,0.0,0,0,0
user_f01f9f92dc,1,0.0,0,0,0
user_f08e8a3b78,1,0.0,0,0,0
user_f0d40c7b69,1,0.0,0,0,0
user_f0f363f09f,6,0.8667,0,4,0
user_f159f7040d,1,0.0,0,0,0
user_f16a52298b,1,0.0,0,0,0
user_f1a9c59aff,2,1.0,0,1,0
user_f1af7eabb3,2,1.0,0,1,0
user_f202c5845b,1,0.0,0,0,0
user_f20c71cb6b,7,0.7619,5,0,0
user_f25eceb9b6,1,0.0,0,0,0
user_f26e91fe8d,3,1.0,0,2,0
user_f2a20a101a,1,0.0,0,0,0
user_f2c3714293,1,0.0,0,0,0
user_f3341e8aaa,1,0.0,0,0,0
user_f37bb0032f,7,0.7619,5,0,3
user_f389df6183,1,0.0,0,0,0
user_f444cd77d0,1,0.0,0,0,0
user_f44f0c4899,6,0.8667,0,3,0
user_f487f49168,5,0.9,3,0,1
user_f4cee332e3,2,1.0,0,1,0
user_f521583280,1,0.0,0,0,0
user_f531201ab3,1,0.0,0,0,0
user_f578cf4597,1,0.0,0,0,0
user_f5a394f42b,1,0.0,0,0,0
user_f5e219ea39,1,0.0,0,0,0
user_f658f53b50,2,1.0,1,0,0
user_f6e2b57ca8,1,0.0,0,0,0
user_f70b3dbc94,1,0.0,0,0,0
user_f7211c1007,1,0.0,0,0,0
user_f7271602a5,1,0.0,0,0,0
user_f72f17090a,2,1.0,0,1,0
user_f75739e211,1,0.0,0,0,0
user_f78190b85b,1,0.0,0,0,0
user_f809214567,1,0.0,0,0,0
user_f85dcaf128,1,0.0,0,0,0
user_f8866683ba,1,0.0,0,0,0
user_f90563f901,1,0.0,0,0,0
user_f9c8651f9c,1,0.0,0,0,0
user_fa3bece075,1,0.0,0,0,0
user_fbc34a8439,1,0.0,0,0,0
user_fc0387b5f3,4,0.6667,1,2,0
user_fc2a2e004d,1,0.0,0,0,0
user_fc47577adf,3,1.0,0,2,0
user_fc4fc152e6,2,1.0,0,1,0
user_fc97be5248,1,0.0,0,0,0
user_fcb27af1ef,2,1.0,0,1,0
user_fdde3ee063,2,1.0,0,1,0
user_fe0abbc896,1,0.0,0,0,0
user_fe7ab0c81f,1,0.0,0,0,0
user_fed8d68f9e,2,1.0,1,0,0
user_fee199f3ce,1,0.0,0,0,0
user_ff346ec168,1,0.0,0,0,0
user_ff60779e6e,1,0.0,0,0,0
user_ff87b12b6f,1,0.0,0,0,0
